lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
67,1,82.45,3,29,4,5,0,0,0,1
31,0,67.0,11,13,2,2,2,0,0,1
100,2,130.5,6,28,4,1,0,0,0,0
39,1,128.99,9,27,4,4,0,0,3,0
16,0,90.38,12,7,4,4,2,0,0,1
112,1,101.58,5,4,4,4,0,3,0,1
40,0,88.5,3,1,4,3,0,0,3,0
0,1,65.0,8,1,2,0,1,0,0,1
77,0,77.35,3,22,4,5,0,3,0,1
15,1,0.0,8,28,1,1,0,0,1,1
36,1,126.9,5,11,4,4,0,0,0,1
1,0,79.0,2,26,4,1,0,3,0,1
2,0,75.0,1,4,4,3,1,3,0,1
61,1,118.8,9,2,4,2,2,0,0,1
11,1,130.9,10,3,4,1,1,0,3,1
69,2,119.8,12,31,4,2,0,0,0,1
27,1,80.75,5,29,3,2,2,0,0,1
1,2,228.0,8,24,4,1,0,0,5,1
186,1,96.9,7,22,3,2,2,0,0,1
39,1,68.61,6,21,4,3,0,3,0,1
218,2,116.1,9,29,4,1,0,3,0,0
35,0,95.4,3,5,4,1,1,0,3,0
188,0,80.75,6,2,3,3,0,0,0,1
88,1,119.85,4,29,4,3,2,0,0,0
59,0,105.3,4,24,4,1,2,0,0,0
19,1,105.0,9,13,4,3,2,0,0,1
23,0,95.98,9,7,4,7,3,0,0,1
3,0,78.3,1,8,4,1,0,0,0,1
210,0,72.25,8,15,3,5,2,0,0,1
190,0,70.0,4,9,3,1,1,0,0,0
193,0,108.9,9,1,4,3,0,0,0,0
22,1,114.0,12,14,4,2,0,0,3,1
223,1,85.5,8,15,4,0,1,3,0,0
72,2,85.0,11,19,4,2,0,0,0,1
11,1,87.0,1,29,4,2,0,1,0,1
25,4,155.67,9,16,4,2,1,0,0,1
39,0,126.9,5,21,4,1,2,0,0,0
174,0,111.0,9,6,3,5,0,0,0,0
78,0,168.3,4,14,4,3,0,0,5,0
24,2,148.0,9,15,4,2,0,3,0,1
7,0,113.6,9,16,3,2,0,0,0,1
32,1,92.83,5,8,4,2,2,0,0,1
25,1,88.0,11,17,4,3,0,3,0,0
8,0,64.0,2,16,3,3,0,0,0,1
247,0,115.0,6,6,4,1,1,1,0,0
116,2,135.0,12,22,4,3,0,0,3,1
191,1,80.75,9,7,3,5,2,1,0,1
7,0,0.0,2,15,4,0,0,0,0,1
0,0,66.13,10,15,4,1,1,3,0,1
125,0,138.3,12,27,4,3,0,0,3,0
5,0,110.0,10,11,0,5,2,0,3,1
154,1,114.3,8,24,4,1,0,0,0,0
85,1,99.9,7,25,4,1,1,0,0,1
167,0,119.85,9,3,4,5,2,0,0,0
17,0,84.0,9,14,3,2,1,0,0,1
102,0,87.0,10,16,3,2,0,1,0,0
49,3,94.32,9,3,4,3,2,3,0,1
62,1,73.95,2,26,4,3,2,0,0,0
247,0,96.3,8,11,4,2,0,0,0,0
96,0,99.45,4,27,4,4,2,0,0,0
19,1,145.0,9,5,4,1,1,0,3,0
11,2,141.0,8,20,4,1,1,0,0,1
132,1,70.44,6,27,4,2,1,0,0,1
139,1,129.0,6,4,4,1,2,0,0,1
12,0,81.0,2,23,4,4,0,3,0,1
59,2,159.3,6,11,4,1,1,0,3,1
46,1,74.8,11,22,4,4,0,3,0,0
51,1,69.0,11,11,3,4,0,0,3,1
145,0,72.5,8,29,3,1,2,1,0,1
270,0,70.0,4,20,3,4,0,0,0,1
162,0,35.0,9,17,3,3,0,0,0,1
6,0,116.0,3,3,4,3,0,0,3,0
29,0,105.0,7,6,2,2,0,0,3,1
21,0,92.0,1,4,3,5,1,1,0,1
104,0,80.75,4,28,3,4,2,0,0,1
119,1,118.8,8,17,4,8,2,0,3,0
192,2,107.1,9,5,4,3,1,0,0,0
150,2,76.5,8,13,4,3,0,0,0,1
84,2,80.75,10,21,3,2,1,0,0,1
195,1,99.0,8,7,4,1,2,3,0,0
93,3,113.4,10,6,4,3,0,0,0,1
72,2,149.4,5,2,4,1,1,0,3,1
34,2,74.8,11,14,4,5,2,0,0,0
187,3,108.9,10,7,4,2,1,0,0,1
37,0,94.5,9,16,4,2,0,0,0,1
89,0,75.0,5,9,3,2,1,0,0,1
168,0,91.45,7,18,3,1,1,0,3,1
189,1,99.45,7,17,4,3,2,0,3,1
18,1,127.0,4,14,4,2,0,0,0,1
2,2,73.07,6,8,4,3,0,0,0,1
96,1,84.58,4,17,4,2,2,0,0,1
54,1,126.9,5,31,4,2,0,0,0,1
70,0,80.0,7,11,3,5,1,0,0,0
11,0,95.0,3,10,4,2,0,3,0,1
58,1,139.5,10,20,4,3,0,0,3,0
183,2,83.5,10,31,4,3,1,0,1,1
50,1,74.8,11,20,4,5,2,3,0,0
50,0,65.67,12,31,3,3,0,0,0,1
135,0,90.0,11,2,4,4,1,0,0,0
0,1,0.0,4,20,1,1,0,2,6,1
60,0,121.5,4,30,4,1,1,0,0,0
106,0,68.0,7,4,4,1,1,0,0,0
199,1,120.7,12,28,4,4,0,0,3,0
41,2,143.55,8,28,4,4,2,0,3,0
24,0,141.0,4,22,4,1,0,0,3,1
349,0,80.0,10,4,4,5,1,0,0,0
9,0,65.91,12,5,4,1,2,0,0,1
13,0,115.0,6,12,4,0,2,0,0,0
100,2,63.75,12,12,4,1,2,0,0,1
70,0,90.0,6,3,3,2,0,0,0,1
206,1,126.9,9,8,4,3,0,0,1,0
58,1,76.92,6,5,4,0,1,0,0,1
8,1,92.17,4,5,4,4,0,0,3,1
4,0,106.0,3,7,3,3,1,1,0,1
30,0,104.4,8,28,4,0,1,0,0,0
6,0,130.0,10,29,3,1,0,0,0,1
8,1,149.0,10,30,4,1,2,0,0,1
210,2,96.9,8,2,3,6,2,0,0,1
91,3,89.25,10,19,4,2,1,0,0,1
2,2,135.0,9,12,4,0,1,3,0,1
148,0,119.69,8,16,4,5,2,0,3,0
29,0,76.5,9,12,3,1,0,0,0,1
12,2,182.33,7,7,4,3,0,0,3,1
69,0,107.19,8,31,4,3,0,3,0,0
176,2,130.05,8,1,4,4,1,0,3,0
98,0,130.5,7,4,4,5,1,0,0,0
3,0,131.78,6,16,4,1,0,0,1,1
147,1,84.58,7,22,3,2,1,0,0,1
13,0,140.0,11,8,4,1,0,3,0,1
196,0,128.7,8,28,4,1,2,0,3,0
195,1,82.45,6,30,3,2,0,0,3,1
16,3,165.0,9,5,4,1,2,0,5,1
18,0,107.0,12,6,4,0,2,0,0,1
54,1,118.8,4,7,4,3,0,0,3,1
29,1,72.0,1,26,4,3,0,3,0,1
18,0,75.54,12,1,4,6,2,3,0,1
80,2,85.5,3,25,4,2,1,0,0,1
12,1,152.0,4,29,4,3,2,0,3,1
144,1,112.2,7,23,4,5,2,0,3,0
96,0,131.4,8,26,4,2,0,0,3,0
62,1,99.45,4,5,4,4,0,0,0,1
66,1,69.3,7,18,4,0,1,3,0,1
8,1,91.38,11,23,4,4,0,0,0,1
4,2,230.0,5,4,4,2,0,0,5,1
21,0,156.0,5,21,4,1,2,0,3,0
119,0,99.3,4,29,4,2,1,0,0,1
54,0,149.4,6,3,4,1,0,0,3,1
12,2,129.0,10,29,4,1,2,3,0,1
19,2,171.0,3,11,4,2,1,1,3,1
6,0,85.0,5,9,3,2,1,3,0,1
10,0,78.63,11,17,4,3,1,3,0,1
1,1,156.0,10,16,4,3,2,0,0,1
12,1,87.63,11,18,4,2,2,3,0,1
36,1,72.07,9,27,4,1,0,3,0,1
57,1,88.4,12,2,4,2,2,0,0,1
22,0,199.0,12,29,4,5,0,0,5,1
3,2,113.0,6,26,4,0,2,3,0,1
181,2,118.0,5,23,4,2,1,0,0,0
5,0,95.0,11,7,0,2,1,0,3,0
35,2,114.98,12,29,4,6,2,0,3,1
144,1,151.2,10,4,4,5,0,0,3,0
62,2,146.7,7,26,4,4,0,0,3,1
51,1,75.6,9,16,3,5,2,0,0,1
122,2,153.0,5,12,4,3,0,0,3,1
46,0,118.8,10,10,3,1,0,1,3,1
38,2,117.9,6,30,4,3,0,0,0,1
74,2,90.23,10,31,4,3,1,0,0,1
10,1,156.0,5,5,4,1,0,0,3,1
144,0,133.69,7,9,4,5,2,0,3,0
6,0,95.0,4,20,0,2,0,0,0,1
47,2,123.3,9,1,4,3,0,0,3,1
16,0,83.03,3,8,4,1,0,0,1,0
127,2,108.0,10,3,4,5,2,3,0,1
125,0,68.0,6,30,3,3,1,0,0,1
85,1,90.9,10,30,4,0,2,0,0,0
168,0,99.45,8,1,4,4,1,0,0,0
3,1,215.6,10,7,4,2,2,0,6,1
178,2,132.25,7,23,4,4,2,1,0,0
11,0,189.0,3,18,4,2,0,0,5,0
43,0,118.0,12,31,3,3,0,0,0,1
122,2,75.9,11,14,4,3,1,3,0,0
24,1,141.0,3,26,4,1,1,0,0,1
0,1,0.0,6,7,1,1,0,0,6,1
43,1,82.72,12,16,4,3,2,3,0,1
110,0,93.3,4,9,4,1,2,0,0,1
110,0,168.3,9,23,4,2,0,0,3,0
0,0,76.5,6,12,3,0,1,0,0,1
35,1,150.3,12,28,4,0,1,3,5,1
14,1,71.6,1,15,4,1,0,0,0,1
222,2,111.35,9,29,4,3,1,0,0,0
18,1,105.64,9,15,4,3,1,0,3,1
11,0,70.07,1,26,4,2,0,0,0,1
3,0,0.0,11,18,1,2,0,0,0,1
5,1,65.0,11,15,2,3,0,0,0,1
4,0,64.0,1,25,2,0,1,0,0,1
1,0,47.25,8,29,3,1,2,1,0,1
70,1,72.9,2,26,4,2,0,0,0,0
43,0,126.9,5,9,4,2,1,0,0,0
90,0,114.3,6,28,4,5,1,0,0,0
45,0,76.5,7,5,3,1,0,0,0,1
5,0,158.0,10,3,4,1,1,0,0,1
4,0,79.0,8,1,2,1,1,0,0,1
62,1,115.5,9,5,4,2,1,0,3,1
70,2,74.8,12,3,4,2,2,3,0,1
38,1,80.3,1,23,4,1,0,0,0,1
137,2,135.9,9,6,4,2,0,0,0,1
42,0,198.9,5,15,4,2,2,0,5,0
199,2,105.3,7,23,4,1,2,0,3,0
259,1,104.55,12,7,4,4,0,0,3,1
46,0,67.5,3,4,4,2,0,3,0,0
177,1,127.8,8,12,4,2,1,0,3,0
109,1,90.0,11,17,4,3,0,0,0,1
14,2,75.27,11,14,4,3,1,0,3,1
45,1,125.1,9,18,4,1,2,3,0,1
155,1,94.5,8,21,4,0,1,3,0,1
0,1,80.0,8,4,4,2,0,3,0,1
216,0,86.7,8,30,3,4,0,0,3,1
294,0,112.5,12,26,4,0,1,1,0,1
32,1,74.0,2,21,4,2,2,0,0,1
52,1,125.1,9,9,4,2,0,3,0,1
8,1,65.0,7,26,2,1,0,0,0,1
87,0,85.0,5,26,3,3,1,3,0,1
0,0,200.0,9,16,4,1,0,0,0,1
42,1,131.4,3,22,4,1,0,0,3,1
1,0,109.8,8,18,3,4,0,1,0,1
42,0,175.28,4,25,4,3,1,0,5,0
0,0,92.98,10,5,4,1,0,3,0,1
10,0,103.0,3,19,4,1,1,0,0,1
38,1,145.8,9,21,4,2,1,0,0,1
229,2,70.44,10,27,4,3,0,0,0,0
1,1,176.0,5,20,4,1,0,0,3,1
69,2,79.38,10,31,4,4,1,3,0,0
79,2,79.2,12,9,4,2,1,3,0,1
85,1,210.6,8,19,4,4,2,1,3,1
122,2,72.26,8,21,3,5,3,0,0,1
14,1,72.0,5,18,3,4,0,0,0,1
74,2,143.1,5,13,4,2,1,0,0,1
0,1,65.0,3,9,2,1,0,0,0,1
12,0,183.67,3,24,4,3,0,0,3,0
79,0,150.45,5,16,4,3,1,0,0,0
62,0,78.54,10,16,4,2,0,0,3,1
24,2,81.0,3,8,4,3,0,3,0,1
29,0,88.4,12,19,4,3,1,0,0,1
13,0,81.0,3,8,4,2,0,3,0,1
6,0,87.78,7,19,4,2,0,3,0,0
122,0,105.9,8,21,3,5,3,0,0,1
7,1,143.0,4,16,4,1,1,0,0,1
173,0,300.0,7,25,3,2,1,1,0,0
2,1,95.0,4,29,3,2,1,0,0,1
51,0,95.04,10,6,4,1,0,0,0,0
3,2,106.0,2,15,4,3,1,0,3,1
85,1,72.25,3,28,4,5,1,3,0,1
88,0,149.4,9,4,4,4,2,0,3,0
47,1,94.5,9,23,4,2,0,0,0,1
0,1,0.0,10,25,1,1,0,0,0,1
77,3,132.3,10,7,4,2,1,0,3,1
23,0,61.0,1,11,4,0,1,3,0,1
6,0,72.25,6,15,3,4,1,3,0,1
12,1,65.0,7,30,2,1,0,0,0,1
150,1,45.0,6,16,3,3,0,1,0,1
72,1,85.5,4,18,4,0,1,3,0,0
32,0,117.9,5,21,4,1,1,0,0,0
168,2,127.0,10,1,4,1,1,0,0,0
0,1,45.0,10,28,3,1,0,0,0,1
142,1,83.78,6,1,4,4,1,0,3,1
3,1,93.0,3,8,4,4,0,3,0,1
50,0,60.0,11,12,3,3,2,0,3,1
143,1,112.0,7,2,3,1,2,0,0,1
297,0,90.95,10,23,4,2,2,0,0,0
136,1,116.73,8,20,4,2,2,0,0,1
8,0,85.0,2,16,4,1,0,0,0,1
5,0,90.0,10,19,2,1,1,0,5,1
35,1,94.5,4,22,4,2,1,3,0,1
16,1,130.9,12,18,4,3,2,0,3,1
152,0,98.0,11,1,3,4,0,1,0,1
38,0,81.0,6,19,3,1,2,0,0,1
14,0,99.5,12,26,4,2,2,0,0,1
41,0,145.1,8,24,4,3,0,0,0,1
3,1,132.33,10,23,4,2,1,0,0,1
12,1,130.0,2,5,4,2,1,0,3,1
35,1,65.06,3,6,4,2,2,0,0,1
57,1,146.96,9,24,4,5,2,0,3,1
15,2,146.0,12,30,4,2,0,0,3,1
34,0,69.82,2,19,4,9,4,3,0,0
8,1,86.72,11,11,4,2,2,0,0,1
28,0,95.0,5,19,2,2,0,0,0,0
77,3,74.8,11,17,4,3,1,3,0,1
3,0,89.0,4,8,4,1,0,3,0,0
8,0,56.0,3,1,3,3,0,0,0,1
4,1,65.0,7,18,2,1,1,0,0,1
0,1,155.0,9,21,4,3,1,0,3,1
8,1,144.5,4,16,4,2,2,0,3,1
116,1,109.65,5,12,4,3,1,0,0,1
17,0,110.0,5,15,0,8,4,0,3,0
62,0,106.65,6,19,4,2,2,0,0,0
1,0,0.0,5,5,1,1,0,0,3,1
205,0,98.1,10,8,4,1,1,3,0,0
2,0,110.0,4,20,2,1,0,0,3,1
131,0,105.3,8,2,4,4,0,0,0,0
4,0,263.55,6,16,4,1,0,0,1,0
28,1,116.25,9,5,4,3,1,0,0,1
87,0,126.9,5,22,4,1,2,0,0,0
43,2,108.0,10,10,4,2,1,3,0,1
10,0,107.0,5,21,3,1,1,0,3,1
10,1,66.0,3,5,2,2,2,0,0,1
38,0,168.3,8,17,4,1,0,0,3,1
15,1,95.48,9,17,4,1,0,0,0,1
206,0,59.07,10,2,4,2,1,0,0,0
0,0,75.0,7,22,2,1,0,0,0,0
35,1,104.85,10,17,4,1,1,0,0,1
34,0,100.5,4,14,4,3,0,3,0,0
158,1,114.75,5,25,4,4,0,0,0,0
99,2,186.3,7,3,4,1,2,0,5,1
27,1,110.0,10,29,4,1,2,3,0,1
5,1,89.89,11,27,4,2,2,0,0,1
87,1,94.25,5,27,4,1,0,0,0,1
90,0,89.25,9,13,4,1,2,0,0,0
139,0,99.9,5,15,4,1,2,0,0,0
2,0,90.0,11,11,3,1,0,0,4,1
110,1,114.3,7,8,4,2,1,0,0,1
135,0,130.5,8,2,4,2,0,0,0,1
179,1,81.25,7,19,3,3,0,0,0,1
207,0,80.75,6,10,3,2,1,0,0,1
34,0,131.4,4,4,4,4,1,0,3,0
20,0,67.0,10,13,2,1,0,0,0,1
14,1,97.75,5,31,4,2,0,0,0,1
203,0,87.12,10,8,3,1,2,0,0,1
10,2,173.0,2,27,4,1,1,0,5,1
37,1,74.8,12,14,4,4,0,0,0,1
4,0,0.0,10,13,1,1,0,0,0,1
23,0,84.7,9,11,4,0,2,0,0,1
9,3,127.0,6,23,4,1,0,0,3,1
5,0,134.1,9,6,4,1,0,3,0,0
28,1,75.18,11,3,4,3,0,0,0,1
9,1,89.0,1,12,4,4,0,0,0,1
270,1,80.0,4,20,3,4,0,0,0,1
102,0,79.2,12,5,4,1,1,3,0,0
72,3,105.3,4,14,4,3,0,0,0,1
141,1,107.95,7,6,4,4,1,0,0,1
28,0,167.0,3,27,4,0,1,0,0,0
237,1,86.5,8,5,4,2,0,0,1,0
7,0,109.0,10,26,2,1,0,0,4,1
21,1,139.0,7,5,4,5,0,3,0,1
159,1,130.5,8,7,4,1,2,0,0,0
12,1,72.07,2,23,4,3,0,0,0,1
105,0,80.75,4,18,3,2,1,0,0,1
17,1,135.0,9,25,4,2,2,0,0,1
64,2,145.5,9,2,4,1,0,0,0,1
233,1,81.81,8,17,4,4,0,0,1,0
8,0,85.57,8,21,4,5,2,0,0,1
100,0,132.18,5,2,4,3,1,0,0,0
51,0,60.0,11,14,3,1,2,0,3,1
14,0,67.0,12,5,2,0,1,0,0,1
29,0,75.0,10,20,3,3,0,0,3,1
0,0,0.0,9,1,1,1,0,0,0,1
14,0,89.0,4,19,4,1,0,3,0,0
47,0,119.17,4,25,4,4,1,0,0,0
101,1,72.25,8,22,3,3,1,0,0,1
134,0,132.48,8,1,4,5,2,0,3,0
180,0,112.5,7,23,4,1,1,0,1,0
235,1,96.3,8,6,4,1,1,0,0,1
50,2,115.2,3,24,4,1,0,0,0,1
81,0,134.1,8,12,4,2,1,0,0,0
121,0,116.1,6,17,4,2,1,3,0,1
137,0,83.47,8,17,3,4,1,1,0,1
65,0,100.0,10,2,3,2,0,0,0,1
187,0,112.5,8,29,4,0,1,0,0,0
0,0,85.0,2,24,4,1,0,3,0,1
32,0,58.0,1,25,3,2,1,0,0,1
123,0,120.34,10,21,4,5,2,0,3,1
6,1,66.0,3,1,2,2,0,0,0,1
1,0,91.0,11,17,4,1,0,0,0,1
0,1,155.0,9,11,4,0,2,0,0,1
33,0,62.2,3,8,3,2,0,0,0,1
57,2,132.3,10,13,4,3,0,0,3,1
8,0,89.2,1,2,4,4,2,0,0,1
44,2,88.4,11,14,4,4,1,0,0,1
0,0,75.0,3,24,3,1,0,0,0,1
0,0,149.0,9,2,4,1,0,3,0,1
79,1,85.5,7,15,4,4,0,0,0,0
19,0,75.0,11,2,3,1,0,0,0,1
5,0,80.0,2,24,2,2,0,0,0,1
35,0,98.1,5,22,4,2,2,3,0,0
67,1,63.75,3,10,4,3,2,3,0,1
100,0,38.67,3,25,3,2,1,0,0,1
232,2,81.82,8,1,4,7,3,0,1,0
62,1,57.0,1,17,3,3,2,0,0,1
9,2,105.0,9,11,4,1,0,0,0,1
36,1,72.9,2,24,4,1,0,0,0,1
236,1,84.43,9,27,4,4,0,3,0,0
2,0,81.75,5,15,3,2,2,0,0,1
182,1,94.5,8,3,4,1,0,3,0,0
4,1,65.0,2,16,2,3,0,0,0,1
0,0,56.0,12,22,4,1,0,3,0,1
21,1,169.0,10,4,4,2,0,0,0,1
158,2,121.55,6,30,4,3,1,0,3,0
34,0,65.0,7,19,2,1,0,0,0,0
3,0,0.0,9,17,1,1,0,0,0,1
276,0,95.0,9,22,4,3,0,0,0,0
313,0,77.69,12,23,4,7,3,0,0,0
4,1,90.0,10,6,3,3,0,0,0,1
89,0,80.75,10,3,3,1,1,0,0,1
18,0,68.0,11,20,3,5,2,0,0,1
2,2,89.0,4,5,4,1,0,3,0,1
26,0,226.5,9,27,4,4,0,0,5,0
88,1,126.9,6,2,4,3,0,0,0,1
87,1,58.9,7,10,4,7,3,0,0,0
132,2,143.1,6,11,4,1,1,0,0,1
4,0,121.0,6,9,4,1,0,0,0,0
70,0,149.4,9,15,4,2,0,0,3,0
10,0,95.0,9,11,3,1,2,0,0,1
96,0,135.9,9,26,4,2,1,0,0,0
4,0,81.0,2,5,4,2,2,3,0,0
0,0,65.0,5,4,2,2,0,0,0,1
6,1,138.57,9,20,4,5,2,3,0,1
205,2,85.5,10,18,4,4,0,3,0,0
23,1,143.99,5,2,4,2,1,0,3,1
10,0,72.9,1,15,4,1,0,0,0,1
156,1,94.91,7,11,3,5,2,0,0,1
123,2,90.0,12,9,4,2,1,0,0,1
94,1,144.0,4,28,4,2,0,0,3,1
1,2,45.0,4,28,3,1,0,0,0,1
12,1,77.25,12,24,4,2,0,0,1,1
303,3,105.3,10,27,4,3,0,0,3,1
54,1,118.2,12,30,4,4,1,0,3,1
7,0,169.0,5,18,3,1,0,3,4,1
103,0,78.2,7,6,3,4,1,3,0,1
86,0,122.0,12,8,4,3,0,0,0,0
29,1,183.67,12,4,4,2,1,0,5,1
29,0,73.08,3,2,4,4,0,3,0,0
39,1,122.4,5,29,4,0,1,0,3,1
69,0,105.3,4,27,4,2,0,0,0,0
76,2,110.5,4,16,4,2,2,0,0,1
166,2,89.25,10,12,4,3,1,0,0,1
157,0,106.0,8,1,2,2,1,0,4,0
12,0,125.0,7,6,2,1,0,0,4,1
32,2,124.25,9,16,4,2,2,0,1,1
2,0,72.75,4,17,3,2,2,0,0,1
47,0,91.8,3,10,4,3,0,0,3,0
84,1,149.18,10,31,4,3,1,1,0,1
26,0,111.35,6,14,4,3,0,0,0,0
29,1,130.68,7,18,4,3,1,0,0,1
10,1,156.0,8,29,4,2,2,0,5,0
130,1,90.95,6,28,4,5,0,0,0,0
72,1,99.45,4,12,4,4,0,0,0,1
386,0,3.0,10,23,1,0,2,1,0,1
15,0,109.0,12,15,2,1,0,0,4,1
76,0,142.2,7,10,4,2,2,0,3,1
101,1,90.3,4,6,4,3,0,0,0,1
23,0,85.0,3,2,3,4,0,0,0,1
17,0,111.0,12,9,4,1,0,0,0,1
45,1,162.79,9,12,4,3,1,0,0,1
74,2,168.3,5,21,4,1,0,0,0,1
51,0,121.2,9,24,3,3,0,0,0,1
0,0,89.0,5,4,2,1,0,0,0,1
205,0,86.63,7,21,4,2,0,0,1,0
29,2,154.93,9,25,4,1,2,0,3,1
3,0,66.0,1,18,2,2,1,0,0,1
65,0,60.0,2,10,3,3,0,0,0,1
1,0,65.0,3,9,2,2,0,0,0,1
2,0,72.2,9,23,4,2,0,0,0,1
7,2,79.0,2,21,4,0,2,3,0,1
6,1,121.0,6,5,4,0,1,0,0,1
160,1,107.61,5,23,4,4,1,0,0,0
10,1,87.78,10,4,4,0,1,3,0,1
127,1,91.48,10,2,4,3,2,0,0,1
26,2,151.0,8,7,4,2,2,0,0,1
2,0,45.5,1,27,3,4,0,0,0,1
26,3,88.4,12,6,4,5,2,0,0,1
133,1,123.25,7,6,4,4,0,0,0,0
175,0,104.4,10,28,4,2,2,0,3,0
5,0,138.0,4,10,4,5,2,0,3,0
3,0,65.0,11,29,2,2,2,0,0,1
54,2,74.15,10,3,4,3,2,0,0,1
93,1,150.56,10,22,4,5,2,1,3,0
54,1,150.45,5,13,4,2,2,0,3,1
21,0,95.0,10,17,2,1,1,0,0,1
7,1,93.0,2,20,4,1,0,0,0,1
52,2,177.3,4,16,4,1,2,0,5,1
134,0,198.9,5,26,4,3,0,0,5,0
174,0,162.9,10,29,4,2,2,0,5,0
28,1,96.02,5,11,4,3,0,3,0,1
0,1,88.0,12,7,4,1,0,3,0,1
3,0,79.2,8,17,2,5,2,0,0,0
156,1,105.3,7,26,4,1,0,0,0,0
68,2,137.7,7,23,4,2,2,0,3,1
0,0,88.94,10,11,4,0,2,0,0,1
18,1,151.0,7,3,4,0,1,0,0,1
83,1,70.03,3,24,4,3,1,0,0,1
2,1,147.46,8,7,4,0,2,1,3,1
161,0,128.7,5,19,4,3,0,0,3,0
172,1,137.7,8,11,4,3,0,0,3,0
12,0,159.0,9,19,4,1,1,0,0,1
76,1,153.72,11,6,4,3,2,3,0,1
135,0,90.0,9,14,3,2,1,0,0,0
133,0,177.3,7,25,4,2,1,0,5,0
43,0,75.0,10,13,3,1,0,0,0,1
2,2,164.5,10,9,4,2,0,0,3,1
72,0,67.22,3,31,4,3,0,0,0,1
73,0,68.0,7,7,4,4,0,0,0,0
1,1,135.0,6,22,4,1,0,0,0,1
40,1,104.49,9,29,4,1,0,3,0,1
7,1,118.2,12,31,4,4,2,0,3,1
20,0,66.0,1,10,2,0,1,0,0,1
127,2,139.95,7,27,4,4,0,0,3,1
74,1,99.45,3,21,4,3,1,0,3,1
137,1,80.75,4,18,4,3,1,3,0,1
141,0,80.0,9,20,3,0,1,0,0,1
40,2,228.6,8,19,4,2,0,1,3,1
38,0,85.5,9,18,3,1,2,0,0,1
58,1,93.6,12,9,4,2,0,0,0,1
22,2,159.0,9,24,4,4,2,0,3,1
62,0,118.8,4,16,4,1,2,0,3,0
9,2,201.5,9,8,4,2,0,0,3,1
33,0,41.43,11,7,3,5,2,0,0,1
14,3,138.05,8,13,4,1,1,0,1,1
71,1,105.83,4,6,4,4,0,0,3,1
51,0,126.36,5,28,4,1,1,0,3,0
203,0,58.14,8,3,4,4,0,3,0,0
10,0,69.0,2,19,3,2,1,0,0,1
75,2,126.0,11,18,4,2,1,0,3,1
77,2,150.3,8,3,4,5,2,0,3,1
8,4,156.5,9,1,3,3,0,1,0,1
1,1,99.0,6,13,4,0,1,0,0,1
6,0,65.0,10,26,2,1,1,0,0,1
2,0,124.0,6,22,3,1,0,3,0,1
69,1,97.33,9,4,4,4,2,0,0,0
27,1,139.0,7,11,4,1,1,3,0,1
75,0,135.9,8,14,4,0,2,0,0,0
72,0,84.0,9,18,3,1,0,1,0,1
21,0,108.2,3,14,3,3,1,1,3,1
27,2,177.0,10,17,4,2,1,1,0,1
35,3,136.62,4,19,4,5,0,0,3,1
8,0,146.0,4,21,4,1,0,0,3,0
58,0,60.0,11,18,3,4,0,0,3,1
25,2,146.7,11,18,4,3,2,1,0,1
5,0,65.0,8,26,2,2,0,0,0,0
1,1,101.0,4,8,4,1,0,0,0,1
7,1,119.0,1,2,4,1,0,0,0,1
8,1,90.0,11,25,4,2,0,0,0,1
17,1,87.5,8,29,4,4,2,0,0,0
15,2,138.0,9,2,4,2,0,0,0,1
31,2,149.0,10,25,4,3,0,0,0,1
75,2,150.3,7,2,4,1,1,0,3,1
76,2,126.9,6,17,4,2,2,0,0,1
90,0,84.45,3,6,4,3,2,0,3,1
145,0,80.75,9,19,3,2,1,0,0,1
4,0,94.5,8,8,3,1,2,1,0,1
5,0,69.1,2,8,4,3,1,3,0,1
26,0,99.45,11,3,4,5,1,0,0,1
112,0,80.75,10,10,3,3,1,0,0,1
65,0,139.5,7,12,4,2,0,0,3,1
40,0,85.5,6,27,3,2,1,0,0,1
172,0,90.67,8,15,4,5,1,3,0,0
10,2,120.36,12,30,4,3,2,0,3,1
87,0,105.4,10,22,3,1,2,0,0,1
172,1,107.1,8,21,4,1,2,0,3,0
0,3,0.0,11,29,1,1,0,1,6,1
1,1,102.0,2,27,4,1,0,0,0,1
77,1,99.9,10,30,4,0,2,0,0,1
42,1,180.16,3,20,4,2,2,1,3,1
51,2,112.0,10,21,4,3,0,0,0,1
166,2,102.6,9,30,4,2,2,3,0,0
39,0,88.0,11,22,4,2,0,3,0,1
35,1,140.4,4,30,4,1,2,0,3,1
15,0,63.6,3,13,4,3,2,3,0,0
116,0,0.0,2,28,4,2,2,0,0,1
2,0,214.0,6,29,4,4,0,0,5,0
60,0,120.6,7,11,4,4,1,0,3,0
101,0,78.3,3,18,4,2,0,0,0,1
52,0,96.9,12,7,4,4,0,0,3,0
61,0,73.0,10,4,3,0,2,0,0,1
4,1,119.0,8,24,4,1,0,3,0,1
45,0,95.74,11,1,4,8,2,0,0,0
39,1,75.8,2,19,4,2,0,3,0,1
28,0,219.0,10,16,4,1,2,0,5,0
47,1,125.1,9,20,4,1,0,3,0,1
242,0,150.45,10,7,4,3,2,0,3,0
3,0,79.5,12,19,4,2,1,3,0,1
